NICK	URL	name
HM	https://gist.github.com/0464a8846690912715eb068b274e903a	htm_ascii_table
HM	https://gist.github.com/43db65302e9578de31dcffd21114a36c	shell_ms.py
HM	https://gist.github.com/4dc11d55502d227829852393e49e0930	learningpie.py
